"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Source","EID"
"Méndez-Hernández, B.M.; Rodríguez-Bazan, E.D.; Martínez-Jiménez, Y.; Libin, P.; Nowé, A.","Méndez-Hernández, Beatriz M. (56734485900); Rodríguez-Bazan, Erick David (57194590632); Martínez-Jiménez, Yailen (56734518600); Libin, Pieter J.K. (25824382700); Nowé, Ann (6601969061)","56734485900; 57194590632; 56734518600; 25824382700; 6601969061","A Multi-objective Reinforcement Learning Algorithm for JSSP","2019","Lecture Notes in Computer Science","16","10.1007/978-3-030-30487-4_44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072864863&doi=10.1007%2F978-3-030-30487-4_44&partnerID=40&md5=797c03f948eae2db73e9b17bb6ef5973","Scheduling is a decision making process that takes care of the allocation of resources to tasks over time. The Job Shop scheduling problem is one of the most complex scheduling scenarios and is commonly encountered in manufacturing industries. Most of the existing studies are based on optimizing one objective, but in real-world problems, multiple criteria often need to be optimized at once. We propose a Multi-Objective Multi-Agent Reinforcement Learning Algorithm that aims to obtain the non-dominated solutions set for Job Shop scheduling problems. The proposed algorithm is used to solve a set of benchmark problems optimizing makespan and tardiness. The performance of our algorithm is evaluated and compared to other algorithms from the literature using two measures for evaluating the Pareto front. We show that our algorithm is able to find a set of diverse and high quality non-dominated solutions, that significantly and consistently improves upon the results obtained by other state-of-the-art algorithms. © 2019, Springer Nature Switzerland AG.","Job Shop Scheduling Problems; Multi-agent; Multi-objective; Pareto front; Reinforcement Learning","Decision making; Job shop scheduling; Learning algorithms; Multi agent systems; Complex scheduling; Decision-making process; Job shop scheduling problems; Manufacturing industries; Multi agent; Multi objective; Nondominated solutions; Pareto front; Reinforcement learning algorithms; Reinforcement learnings; Reinforcement learning","Conference paper","Scopus","2-s2.0-85072864863"
"Alves, F.; Varela, M.L.R.; Rocha, A.M.A.C.; Pereira, A.I.; Leitão, P.","Alves, Filipe (57195267974); Varela, M. Leonilde R. (59491264800); Rocha, Ana Maria A.C. (8839014600); Pereira, Ana I. (15071961600); Leitão, Paulo (35584388900)","57195267974; 59491264800; 8839014600; 15071961600; 35584388900","A human centred hybrid MAS and meta-heuristics based system for simultaneously supporting scheduling and plant layout adjustment","2019","FME Transactions","13","10.5937/fmet1904699A","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070204534&doi=10.5937%2Ffmet1904699A&partnerID=40&md5=354c30c5f0e1d2d6331ae3d89339256c","Manufacturing activities and production control are constantly growing. Despite this, it is necessary to improve the increasing variety of scheduling and layout adjustments for dynamic and flexible responses in volatile environments with disruptions or failures. Faced with the lack of realistic and practical manufacturing scenarios, this approach allows simulating and solving the problem of job shop scheduling on a production system by taking advantage of genetic algorithm and particle swarm optimization algorithm combined with the flexibility and robustness of a multi-agent system and dynamic rescheduling alternatives. Therefore, this hybrid decision support system intends to obtain optimized solutions and enable humans to interact with the system to properly adjust priorities or refine setups or solutions, in an interactive and user-friendly way. The system allows to evaluate the optimization performance of each one of the algorithms proposed, as well as to obtain decentralization in responsiveness and dynamic decisions for rescheduling due to the occurance of unexpected events. © Faculty of Mechanical Engineering, Belgrade.","Human-centred; Industry 4.0; Metaheuristics; Multi-agent system; Optimization; Scheduling","","Article","Scopus","2-s2.0-85070204534"
"Gimenez-Escalante, P.; Rahimifard, S.","Gimenez-Escalante, Pedro (57194037977); Rahimifard, Shahin (6602344042)","57194037977; 6602344042","Metrics for identifying the most suitable strategy for distributed localised food manufacturing","2019","Procedia Manufacturing","4","10.1016/j.promfg.2019.04.073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068562414&doi=10.1016%2Fj.promfg.2019.04.073&partnerID=40&md5=dda45bd746d4a3b1a53a1dcf9034e26b","The globalisation of manufacturing systems has generated many economic benefits, but in some areas such as the food sector, it has also increased resource requirements to manufacture, preserve and transport raw ingredients as well as finished products. ‘Distributed Localised Manufacturing' (DLM) has been identified as a potential solution for the food sector to adopt a more sustainable approach based on a make-to-order manufacturing strategy. This has the potential to minimise food waste, optimise resource usage, and support product customisation. However, DLM performance analysis at product, process and system levels is vital to ensure its long-term ecological and economic viability. This paper highlights four possible models for implementation of DLM in the food sector, defines nine key metrics to aid with selection of the most suitable DLM model for a specific food product family, and explores metrics future applications to support long-term sustainability of food manufacturing. © 2019 The Authors. Published by Elsevier B.V.","Decision Making; Distributed Localised Manufacturing; Food Manufacturing; Metrics; Sustainability","","Conference paper","Scopus","2-s2.0-85068562414"
"Kuhnle, A.; Schafer, L.; Stricker, N.; Lanza, G.","Kuhnle, Andreas (57195313256); Schafer, Louis (57209686709); Stricker, Nicole (55853493400); Lanza, Gisela (23100137400)","57195313256; 57209686709; 55853493400; 23100137400","Design, implementation and evaluation of reinforcement learning for an adaptive order dispatching in job shop manufacturing systems","2019","Procedia CIRP","77","10.1016/j.procir.2019.03.041","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068485505&doi=10.1016%2Fj.procir.2019.03.041&partnerID=40&md5=5cde7717a57e6c232b0f8653ede82ee6","Modern production systems tend to have smaller batch sizes, a larger product variety and more complex material flow systems. Since a human oftentimes can no longer act in a sufficient manner as a decision maker under these circumstances, the demand for efficient and adaptive control systems is rising. This paper introduces a methodical approach as well as guideline for the design, implementation and evaluation of Reinforcement Learning (RL) algorithms for an adaptive order dispatching. Thereby, it addresses production engineers willing to apply RL. Moreover, a real-world use case shows the successful application of the method and remarkable results supporting real-time decision-making. These findings comprehensively illustrate and extend the knowledge on RL. © 2019 The Authors. Published by Elsevier Ltd.","Methodical Approach; Order Dispatching; Production Scheduling; Reinforcement Learning","Adaptive control systems; Decision making; Job shop scheduling; Man machine systems; Manufacture; Petroleum reservoir evaluation; Production control; Reinforcement learning; Complex materials; Job shop manufacturing; Methodical approach; Modern production systems; Order Dispatching; Product variety; Production Scheduling; Real time decision-making; Learning systems","Conference paper","Scopus","2-s2.0-85068485505"
"Zhang, F.; Mei, Y.; Zhang, M.","Zhang, Fangfang (57205201965); Mei, Yi (37066417800); Zhang, Mengjie (8729040400)","57205201965; 37066417800; 8729040400","A new representation in genetic programming for evolving dispatching rules for dynamic flexible job shop scheduling","2019","Lecture Notes in Computer Science","25","10.1007/978-3-030-16711-0_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064934732&doi=10.1007%2F978-3-030-16711-0_3&partnerID=40&md5=e6c17617c64c46bc03e678e9e0f6a45b","Dynamic flexible job shop scheduling (DFJSS) is a very important problem with a wide range of real-world applications such as cloud computing and manufacturing. In DFJSS, it is critical to make two kinds of real-time decisions (i.e. the routing decision that assigns machine to each job and the sequencing decision that prioritises the jobs in a machine’s queue) effectively in the dynamic environment with unpredicted events such as new job arrivals and machine breakdowns. Dispatching rule is an ideal technique for this purpose. In DFJSS, one has to design a routing rule and a sequencing rule for making the two kinds of decisions. Manually designing these rules is time consuming and requires human expertise which is not always available. Genetic programming (GP) has been applied to automatically evolve more effective rules than the manually designed ones. In GP for DFJSS, different features in the terminal set have different contributions to the decision making. However, the current GP approaches cannot perfectly find proper combinations between the features in accordance with their contributions. In this paper, we propose a new representation for GP that better considers the different contributions of different features and combines them in a sophisticated way, thus to evolve more effective rules. The results show that the proposed GP approach can achieve significantly better performance than the baseline GP in a range of job shop scenarios. © Springer Nature Switzerland AG 2019.","Dispatching rules; Dynamic flexible job shop scheduling; Genetic programming; Representation","Combinatorial optimization; Decision making; Genetic algorithms; Genetic programming; Scheduling; Dispatching rules; Dynamic environments; Flexible job-shop scheduling; Machine breakdown; Real time decisions; Representation; Routing decisions; Sequencing rules; Job shop scheduling","Conference paper","Scopus","2-s2.0-85064934732"
"Gödri, I.; Kardos, C.; Pfeiffer, A.; Vancza, J.","Gödri, István (57204681349); Kardos, Csaba (55356496200); Pfeiffer, András (13103667200); Vancza, Jozsef (6603986467)","57204681349; 55356496200; 13103667200; 6603986467","Data analytics-based decision support workflow for high-mix low-volume production systems","2019","CIRP Annals","89","10.1016/j.cirp.2019.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064550516&doi=10.1016%2Fj.cirp.2019.04.001&partnerID=40&md5=9ed8e20134e6ffab03274e1436ba67e7","In order to answer the ever-fluctuating demand of high-mix low-volume production environments, reconfiguring the production systems and improving their performance rely heavily on the application of advanced decision support tools. Estimating the expected values of the performance measures (KPIs) in the face of these decisions, however, is even more challenging in such an environment as the complex structure, behavior and input demand creates an enormously large variable domain restraining the analysis. The paper introduces a novel workflow for providing simulation-based decision support for improving KPIs of high-mix low-volume production systems by reducing the size of the input domain with the application of unsupervised machine learning techniques. © 2019","Data analytics; Decision making; Simulation","Data Analytics; Decision making; Learning systems; Complex structure; Decision support tools; Decision supports; Low-volume production; Performance measure; Production system; Simulation; Unsupervised machine learning; Decision support systems","Article","Scopus","2-s2.0-85064550516"
"Türker, A.K.; Aktepe*, A.; Inal, A.F.; Ersöz, O.O.; Daş, G.S.; Birgören, B.","Türker, Ahmet Kürşad (7004241727); Aktepe*, Adnan (41260915900); Inal, Ali Firat (57208129251); Ersöz, Olcay Özge (57208133370); Daş, Gülesin Sena (23004105900); Birgören, Burak (6507171317)","7004241727; 41260915900; 57208129251; 57208133370; 23004105900; 6507171317","A decision support system for dynamic job-shop scheduling using real-time data with simulation","2019","Mathematics","40","10.3390/math7030278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063881542&doi=10.3390%2Fmath7030278&partnerID=40&md5=028ba54a05e20e1dc24b803a26814f7b","The wide usage of information technologies in production has led to the Fourth Industrial Revolution, which has enabled real data collection from production tools that are capable of communicating with each other through the Internet of Things (IoT). Real time data improves production control especially in dynamic production environments. This study proposes a decision support system (DSS) designed to increase the performance of dispatching rules in dynamic scheduling using real time data, hence an increase in the overall performance of the job-shop. The DSS can work with all dispatching rules. To analyze its effects, it is run with popular dispatching rules selected from the literature on a simulation model created in Arena®. When the number of jobs waiting in the queue of any workstation in the job-shop falls to a critical value, the DSS can change the order of schedules in its preceding workstations to feed the workstation as soon as possible. For this purpose, it first determines the jobs in the preceding workstations to be sent to the current workstation, then finds the job with the highest priority number according to the active dispatching rule, and lastly puts this job in the first position in its queue. The DSS is tested under low, normal, and high demand rate scenarios with respect to six performance criteria. It is observed that the DSS improves the system performance by increasing workstation utilization and decreasing both the number of tardy jobs and the amount of waiting time regardless of the employed dispatching rule. © 2019 by the authors.","Decision support systems; Dynamic job-shop scheduling; Industry 4.0; Internet of things; Simulation","","Article","Scopus","2-s2.0-85063881542"
"Olender, M.; Kalinowski, K.; Grabowik, C.","Olender, Małgorzata (57191518970); Kalinowski, Krzysztof (8370832400); Grabowik, Cezary (6506472412)","57191518970; 8370832400; 6506472412","Practical approach of flexible job shop scheduling using costs and finishing times of operations","2019","Advances in Intelligent Systems and Computing","5","10.1007/978-3-319-97490-3_38","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051798808&doi=10.1007%2F978-3-319-97490-3_38&partnerID=40&md5=79be4697ff9adddf398dbd463a90e40b","Nowadays, companies have to react dynamically to changes in the demand of a products. Therefore, the production processes should be properly planned. The problem arises when there are several options, but it is not known which version to choose. By using the KbRS tool, sample schedules for a certain production processes were shown. In addition, the program is not only focused on the achieved maximum process times, but also on the module related to the costs. Thanks to this solution, the decision-maker obtains information not only about times, but also costs. Of course, there are also specific constraints, which make a set of solutions. At this point, depending on the situation examined, which decision making people determines, which solution to choose. It can be a time-related version or a cost-related version. This is important because, manufacturers receive a signal from the market that informs about the need of a personalized products. This needs are characteristic of the so-called fourth industrial revolution, in which customers are looking for a personalized products. But also this revolution is connected with the integration: machines, people and computer systems. And next the price of personalized products are close to the price obtained in mass production. Therefore, apart from integration and security, there is need to have tools that will help planning production processes in dynamic changing needs. © Springer Nature Switzerland AG 2019.","Manufacturing; Production planning; Scheduling","Behavioral research; Decision making; Intelligent systems; Manufacture; Network security; Optimization; Production control; Scheduling; Changing needs; Decision makers; Flexible job-shop scheduling; Industrial revolutions; Mass production; Personalized products; Production Planning; Production process; Job shop scheduling","Conference paper","Scopus","2-s2.0-85051798808"
"Du, W.; Zhong, W.; Tang, Y.; Du, W.; Jin, Y.","Du, Wei (55313397000); Zhong, Weimin Min (10041670400); Tang, Yang (57200288115); Du, Wenli (7202953420); Jin, Yaochu (57201346599)","55313397000; 10041670400; 57200288115; 7202953420; 57201346599","High-Dimensional Robust Multi-Objective Optimization for Order Scheduling: A Decision Variable Classification Approach","2019","IEEE Transactions on Industrial Informatics","124","10.1109/TII.2018.2836189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047019015&doi=10.1109%2FTII.2018.2836189&partnerID=40&md5=0e61ddb2e9378b22a61ccb64359313d3","This paper tackles the high-dimensional robust order scheduling problem. A multi-objective evolutionary algorithm called constrained nondominated sorting differential evolution based on decision variable classification is developed to search for robust order schedules. The decision variables are classified into highly and weakly robustness-related variables according to their contributions to the robustness of candidate solutions. The experimental results reveal that the performance of robust evolutionary optimization can be greatly improved via analyzing the properties of decision variables and then decomposing the high-dimensional robust optimization problem. It is also unveiled that the order scheduling is greatly affected by the uncertain daily production quantities. The robust order schedules are able to provide more information on earliness/tardiness of the orders, which enhances the flexibility of the production. © 2018 IEEE.","Decision variable classification (DVC); evolutionary multi-objective optimization; high-dimensional optimization; robust evolutionary optimization; robust order scheduling","Decision making; Evolutionary algorithms; Industry; Job shop scheduling; Optimization; Robustness (control systems); Scheduling; Decision variables; Evolutionary multiobjective optimization; Evolutionary optimizations; High-dimensional optimization; Order scheduling; Multiobjective optimization","Article","Scopus","2-s2.0-85047019015"
"Wang, F.","Wang, Fang (57207266742)","57207266742","Risk pricing and consumers' equilibrium strategies in A quality-based make-to-order/service system","2018","","0","10.1109/IEIS.2018.8597647","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061840403&doi=10.1109%2FIEIS.2018.8597647&partnerID=40&md5=84770d05b731fcb5984f87f09ddd6fc9","This paper is concentrated on the service provider's optimal risky decision making problems in a quality-based make-to-order/service system. Different from a traditional operational management, consumers in our model have their own willingness to wait or leave when procuring service. We derive the risking pricing strategies under the interactions between service quality and consumers' intensity. Making the quality and service speed trade-off, the optimal pricing strategies and optimal service rate are obtained for the monopoly provider and the social planner respectively. We also find how the service provider's risk coefficient affect its optimal strategies as well as the consumers' equilibrium strategies through numerical examples. © 2018 IEEE.","equilibrium behavior; game theory; make-to-order/service system; monopolistic; quality-based; risk pricing; social optimum","Costs; Decision making; Economic and social effects; Game theory; Security systems; Equilibrium behavior; Make to order; monopolistic; Risk pricing; Social optimums; Industrial economics","Conference paper","Scopus","2-s2.0-85061840403"
"Pereira, M.S.; Lima, F.","Pereira, Moises Santana (57214782609); Lima, Fábio (10339651400)","57214782609; 10339651400","A machine learning approach applied to energy prediction in job shop environments","2018","","4","10.1109/IECON.2018.8592763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061559506&doi=10.1109%2FIECON.2018.8592763&partnerID=40&md5=ea3e3870dcec016ab9ac603ddf795dac","Energy efficiency has become a great challenge for manufacturing companies. Although it is possible to improve efficiency applying new and more efficient machines, decision makers tend to look for some less expensive alternatives. In this context, the adoption of more efficient strategies during the production planning can allow the reduction in energy consumption and associated emissions. Furthermore, the current reality of manufacturing companies, brought by Industry 4.0 concepts, requires more flexibility of production systems, thus, increasing complexity for machine rescheduling without compromising sustainable requirements. In this paper, we propose a method to predict total energy consumption in job shop systems applying machine learning techniques. Different schedules may result in different consumption rates. However, there is a nonlinear relationship between these targets. Therefore, an Artificial Neural Network (ANN) is applied for a quick estimation of total energy consumption. In order to validate the model, computational experiments, using digital manufacturing software tools, are performed on different job shop configurations to show the efficiency of the proposed model. © 2018 IEEE.","","Decision making; Energy utilization; Industrial electronics; Job shop scheduling; Machine learning; Manufacture; Neural networks; Production control; Computational experiment; Job-shop configuration; Machine learning approaches; Machine learning techniques; Manufacturing companies; Non-linear relationships; Reduction in energy consumption; Total energy consumption; Energy efficiency","Conference paper","Scopus","2-s2.0-85061559506"
"Leusin, M.E.; Frazzon, E.M.; Uriona-Maldonado, M.; Kück, M.; Freitag, M.","Leusin, Matheus Eduardo (57203768307); Frazzon, E. M. (35791521500); Uriona-Maldonado, Mauricio (35148501500); Kück, Mirko (54786019200); Freitag, Michael Maria (8616327000)","57203768307; 35791521500; 35148501500; 54786019200; 8616327000","Solving the Job-Shop Scheduling Problem in the Industry 4.0 Era","2018","Technologies","87","10.3390/technologies6040107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108074590&doi=10.3390%2Ftechnologies6040107&partnerID=40&md5=f291c2407a5f0ca809ef43bb6345ac62","Technological developments along with the emergence of Industry 4.0 allow for new approaches to solve industrial problems, such as the Job-shop Scheduling Problem (JSP). In this sense, embedding Multi-Agent Systems (MAS) into Cyber-Physical Systems (CPS) is a highly promising approach to handle complex and dynamic JSPs. This paper proposes a data exchange framework in order to deal with the JSP considering the state-of-the-art technology regarding MAS, CPS and industrial standards. The proposed framework has self-configuring features to deal with disturbances in the production line. This is possible through the development of an intelligent system based on the use of agents and the Internet of Things (IoT) to achieve real-time data exchange and decision making in the job-shop. The performance of the proposed framework is tested in a simulation study based on a real industrial case. The results substantiate gains in flexibility, scalability and efficiency through the data exchange between factory layers. Finally, the paper presents insights regarding industrial applications in the Industry 4.0 era in general and in particular with regard to the framework implementation in the analyzed industrial case. © 2018 by the authors.","Digital Manufacturing; Internet of Things; IoT; Job-shop Scheduling Problem; Multi-Agent Systems","","Article","Scopus","2-s2.0-85108074590"
